compound_id,compound_title,critical_value,Sample ID,"Concentration
(ng)","Intensity
(cps)","Mass
(m/z)","Mass 15 Intensity
(cps)","Mass 18 Intensity
(cps)",Mass 18 Ratio,threshold,Classification,True Label,Above Threshold,Mass 15 Ratio,
Compound_G,Compound G,170.0,03_ANALYTE10_5,10,200,15,200,260,0.5,1700.0,False Negative,1,0,,
Compound_G,Compound G,170.0,03_ANALYTE10_6,10,190,15,190,260,0.5,1700.0,False Negative,1,0,,
Compound_G,Compound G,170.0,03_ANALYTE10_7,10,190,15,190,260,0.5,1700.0,False Negative,1,0,,
Compound_G,Compound G,170.0,03_ANALYTE10_8,10,190,15,190,270,0.5,1700.0,False Negative,1,0,,
Compound_G,Compound G,170.0,03_ANALYTE10_9,10,190,15,190,270,0.5,1700.0,False Negative,1,0,,
Compound_G,Compound G,170.0,03_ANALYTE10_10,10,210,15,210,270,0.5,1700.0,False Negative,1,0,,
Compound_G,Compound G,170.0,03_ANALYTE10_11,10,210,15,210,270,0.5,1700.0,False Negative,1,0,,
Compound_G,Compound G,170.0,03_ANALYTE10_12,10,210,15,210,270,0.5,1700.0,False Negative,1,0,,
Compound_G,Compound G,170.0,04_AnalytE25_1,25,400,15,400,360,0.5,1700.0,False Negative,1,0,,
Compound_G,Compound G,170.0,04_AnalytE25_2,25,400,15,400,360,0.5,1700.0,False Negative,1,0,,
Compound_G,Compound G,170.0,04_AnalytE25_3,25,400,15,400,360,0.5,1700.0,False Negative,1,0,,
Compound_G,Compound G,170.0,04_AnalytE25_4,25,400,15,400,360,0.5,1700.0,False Negative,1,0,,
Compound_G,Compound G,170.0,04_AnalytE25_5,25,400,15,400,360,0.5,1700.0,False Negative,1,0,,
Compound_G,Compound G,170.0,04_AnalytE25_6,25,350,15,350,360,0.5,1700.0,False Negative,1,0,,
Compound_G,Compound G,170.0,04_AnalytE25_7,25,350,15,350,280,0.5,1700.0,False Negative,1,0,,
Compound_G,Compound G,170.0,04_AnalytE25_8,25,350,15,350,280,0.5,1700.0,False Negative,1,0,,
Compound_G,Compound G,170.0,04_AnalytE25_9,25,350,15,350,500,0.5,1700.0,False Negative,1,0,,
Compound_G,Compound G,170.0,04_AnalytE25_10,25,500,15,500,500,0.5,1700.0,False Negative,1,0,,
Compound_G,Compound G,170.0,04_AnalytE25_11,25,500,15,500,500,0.5,1700.0,False Negative,1,0,,
Compound_F,Compound F,164.0,01_Blank_1,0,140,18,165,140,,1640.0,True Negative,0,0,2,
Compound_F,Compound F,164.0,01_Blank_2,0,140,18,165,140,,1640.0,True Negative,0,0,2,
Compound_F,Compound F,164.0,01_Blank_3,0,140,18,165,140,,1640.0,True Negative,0,0,2,
Compound_F,Compound F,164.0,01_Blank_4,0,140,18,165,140,,1640.0,True Negative,0,0,2,
Compound_F,Compound F,164.0,01_Blank_5,0,140,18,165,140,,1640.0,True Negative,0,0,2,
Compound_F,Compound F,164.0,01_Blank_6,0,150,18,171,150,,1640.0,True Negative,0,0,2,
Compound_F,Compound F,164.0,01_Blank_7,0,150,18,171,150,,1640.0,True Negative,0,0,2,
Compound_F,Compound F,164.0,01_Blank_8,0,150,18,150,150,,1640.0,True Negative,0,0,2,
Compound_F,Compound F,164.0,01_Blank_9,0,160,18,150,160,,1640.0,True Negative,0,0,2,
Compound_F,Compound F,164.0,01_Blank_10,0,160,18,150,160,,1640.0,True Negative,0,0,2,
Compound_F,Compound F,164.0,01_Blank_11,0,170,18,150,170,,1640.0,True Negative,0,0,2,
Compound_F,Compound F,164.0,01_Blank_12,0,170,18,150,170,,1640.0,True Negative,0,0,2,
Compound_F,Compound F,164.0,02_Analyte4_1,4,180,18,168,180,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,02_Analyte4_2,4,180,18,168,180,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,02_Analyte4_3,4,180,18,180,180,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,02_Analyte4_4,4,180,18,180,180,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,02_Analyte4_5,4,180,18,180,180,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,02_Analyte4_6,4,180,18,180,180,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,02_Analyte4_7,4,160,18,180,160,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,02_Analyte4_8,4,160,18,175,160,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,02_Analyte4_9,4,160,18,175,160,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,02_Analyte4_10,4,160,18,175,160,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,02_Analyte4_11,4,200,18,175,200,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,02_Analyte4_12,4,200,18,175,200,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,02_Analyte4_10,4,200,18,190,200,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,02_Analyte4_11,4,200,18,190,200,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,02_Analyte4_12,4,200,18,190,200,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,03_ANALYTE10_1,10,190,18,200,190,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,03_ANALYTE10_2,10,190,18,200,190,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,03_ANALYTE10_3,10,140,18,200,260,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,03_ANALYTE10_4,10,260,18,200,260,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,03_ANALYTE10_5,10,260,18,200,260,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,03_ANALYTE10_6,10,260,18,190,260,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,03_ANALYTE10_7,10,260,18,190,260,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,03_ANALYTE10_8,10,270,18,190,270,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,03_ANALYTE10_9,10,270,18,190,270,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,03_ANALYTE10_10,10,270,18,210,270,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,03_ANALYTE10_11,10,270,18,210,270,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,03_ANALYTE10_12,10,270,18,210,270,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,04_AnalytE25_1,25,360,18,400,360,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,04_AnalytE25_2,25,360,18,400,360,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,04_AnalytE25_3,25,360,18,400,360,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,04_AnalytE25_4,25,360,18,400,360,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,04_AnalytE25_5,25,360,18,400,360,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,04_AnalytE25_6,25,360,18,350,360,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,04_AnalytE25_7,25,280,18,350,280,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,04_AnalytE25_8,25,280,18,350,280,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,04_AnalytE25_9,25,500,18,350,500,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,04_AnalytE25_10,25,500,18,500,500,,1640.0,False Negative,1,0,2,
Compound_F,Compound F,164.0,04_AnalytE25_11,25,500,18,500,500,,1640.0,False Negative,1,0,2,
Compound_3,Compound 3,,01_Blank_1,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,01_Blank_2,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,01_Blank_3,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,01_Blank_4,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,01_Blank_5,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,01_Blank_6,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,01_Blank_7,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,01_Blank_8,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,01_Blank_9,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,01_Blank_10,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,01_Blank_11,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,01_Blank_12,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,02_Analyte4_1,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,02_Analyte4_2,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,02_Analyte4_3,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,02_Analyte4_4,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,02_Analyte4_5,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,02_Analyte4_6,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,02_Analyte4_7,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,02_Analyte4_8,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,02_Analyte4_9,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,02_Analyte4_10,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,02_Analyte4_11,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,02_Analyte4_12,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,02_Analyte4_10,,,,,,,,Unclassified,0,0,,*treating Threshold as Critical Value*1.1
Compound_3,Compound 3,,02_Analyte4_11,,,,,,,,Unclassified,0,0,,True positive because both are above their respective thresholds
Compound_3,Compound 3,,02_Analyte4_12,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,03_ANALYTE10_1,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,03_ANALYTE10_2,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,03_ANALYTE10_3,,,,,,,,Unclassified,0,0,,False Negative because only one value is above its respecitve threshold (left column
Compound_3,Compound 3,,03_ANALYTE10_4,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,03_ANALYTE10_5,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,03_ANALYTE10_6,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,03_ANALYTE10_7,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,03_ANALYTE10_8,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,03_ANALYTE10_9,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,03_ANALYTE10_10,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,03_ANALYTE10_11,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,03_ANALYTE10_12,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,04_AnalytE25_1,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,04_AnalytE25_2,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,04_AnalytE25_3,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,04_AnalytE25_4,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,04_AnalytE25_5,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,04_AnalytE25_6,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,04_AnalytE25_7,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,04_AnalytE25_8,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,04_AnalytE25_9,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,04_AnalytE25_10,,,,,,,,Unclassified,0,0,,
Compound_3,Compound 3,,04_AnalytE25_11,,,,,,,,Unclassified,0,0,,
